Child ID,Age,Gender,Region,Abuse Type,Severity,Reported By,Support Provided,Case Outcome,Case Description,Date,Timestamp,Address,County,Notes,Confidence Score,Flagged,Case Status,Assigned Investigator
1243,4.0,Male,Suburban,Other,Low,Teacher,Yes,Resolved,Teacher praised the child's behavior in class.,2012-07-05,21:21:10,"618 Oak St, Olive Branch, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1244,3.0,Female,Rural,Other,Low,Parent,Yes,Dismissed,No unusual activity observed at home or school.,2018-05-07,09:18:01,"253 Maple Ave, Horn Lake, MS",Lee County,,0.0,False,Ongoing,Unassigned
1245,17.0,Other,Rural,Other,Low,Teacher,Yes,Dismissed,Routine school check-up with no issues reported.,2014-01-17,16:45:58,"238 Broadway St, Olive Branch, MS",Lee County,,0.0,False,Ongoing,Unassigned
1246,17.0,Male,Urban,Other,Low,Other,Yes,Ongoing,Child found playing safely in the neighborhood.,2024-01-25,21:53:14,"548 River Rd, Gulfport, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1247,12.0,Male,Urban,Theft,Low,Parent,No,Ongoing,No unusual activity observed at home or school.,2019-07-05,08:32:53,"530 Highland Ave, Gulfport, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1248,14.0,Female,Rural,Other,Low,Neighbor,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2023-01-11,08:44:26,"731 Pine St, Jackson, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1249,6.0,Other,Suburban,Other,Low,Police,Yes,Resolved,Child found playing safely in the neighborhood.,2014-06-10,18:26:45,"901 River Rd, Hattiesburg, MS",Lee County,,0.0,False,Ongoing,Unassigned
1250,3.0,Other,Suburban,Theft,Low,Teacher,No,Resolved,Child found playing safely in the neighborhood.,2019-02-13,07:34:18,"717 Main St, Olive Branch, MS",Lee County,,0.0,False,Ongoing,Unassigned
1251,9.0,Female,Suburban,Other,Low,Parent,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2010-06-20,08:11:52,"585 Oak St, Horn Lake, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1252,5.0,Female,Suburban,Theft,Low,Other,No,Dismissed,Child found playing safely in the neighborhood.,2018-01-06,07:31:35,"845 Cedar St, Horn Lake, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1253,17.0,Other,Urban,Other,Low,Parent,Yes,Dismissed,Child found playing safely in the neighborhood.,2010-10-12,07:53:50,"302 Oak St, Olive Branch, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1254,14.0,Male,Rural,Other,Low,Other,Yes,Ongoing,Routine school check-up with no issues reported.,2021-11-08,02:46:14,"798 Highland Ave, Meridian, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1255,3.0,Other,Suburban,Theft,Low,Neighbor,Yes,Resolved,Routine school check-up with no issues reported.,2023-08-13,04:07:07,"933 Broadway St, Horn Lake, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1256,1.0,Female,Urban,Theft,Low,Police,Yes,Resolved,No unusual activity observed at home or school.,2018-12-06,14:57:05,"976 Oak St, Horn Lake, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1257,1.0,Male,Suburban,Other,Low,Neighbor,No,Ongoing,No unusual activity observed at home or school.,2023-09-14,23:43:02,"210 Main St, Hattiesburg, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1258,3.0,Male,Rural,Other,Low,Teacher,Yes,Resolved,No unusual activity observed at home or school.,2018-07-11,01:08:55,"481 Maple Ave, Hattiesburg, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1259,10.0,Female,Urban,Other,Low,Parent,Yes,Resolved,Routine school check-up with no issues reported.,2014-12-14,10:48:31,"688 Maple Ave, Tupelo, MS",Lee County,,0.0,False,Ongoing,Unassigned
1260,3.0,Female,Rural,Theft,Low,Other,Yes,Resolved,No unusual activity observed at home or school.,2021-03-02,06:22:18,"970 River Rd, Gulfport, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1261,8.0,Female,Rural,Other,Low,Other,Yes,Resolved,Child found playing safely in the neighborhood.,2012-12-12,19:36:15,"195 Broadway St, Hattiesburg, MS",Lee County,,0.0,False,Ongoing,Unassigned
1262,14.0,Other,Urban,Theft,Low,Parent,Yes,Resolved,Routine school check-up with no issues reported.,2015-05-12,06:12:34,"821 Maple Ave, Jackson, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1263,15.0,Other,Urban,Theft,Low,Parent,No,Ongoing,No unusual activity observed at home or school.,2010-12-12,13:47:37,"450 Cedar St, Jackson, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1264,2.0,Male,Urban,Other,Low,Teacher,Yes,Resolved,Child found playing safely in the neighborhood.,2023-04-26,09:39:44,"420 Maple Ave, Jackson, MS",Lee County,,0.0,False,Ongoing,Unassigned
1265,10.0,Female,Urban,Theft,Low,Neighbor,Yes,Ongoing,No unusual activity observed at home or school.,2022-11-16,05:18:10,"344 River Rd, Olive Branch, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1266,2.0,Male,Urban,Other,Low,Other,Yes,Resolved,Teacher praised the child's behavior in class.,2018-03-14,19:26:15,"581 Oak St, Tupelo, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1267,17.0,Male,Urban,Other,Low,Teacher,Yes,Dismissed,No unusual activity observed at home or school.,2020-12-29,06:15:53,"728 River Rd, Southaven, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1268,8.0,Male,Urban,Other,Low,Neighbor,Yes,Dismissed,Teacher praised the child's behavior in class.,2018-03-31,06:07:00,"325 Main St, Hattiesburg, MS",Madison County,,0.0,False,Ongoing,Unassigned
1269,1.0,Male,Suburban,Other,Low,Teacher,Yes,Dismissed,No unusual activity observed at home or school.,2010-08-29,22:00:08,"531 Church St, Southaven, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1270,9.0,Female,Rural,Other,Low,Other,No,Dismissed,Child enjoys extracurricular activities without concerns.,2022-11-17,22:03:57,"887 Pine St, Meridian, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1271,11.0,Male,Urban,Theft,Low,Parent,Yes,Ongoing,No unusual activity observed at home or school.,2024-04-05,09:40:15,"487 River Rd, Southaven, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1272,16.0,Female,Suburban,Theft,Low,Parent,Yes,Ongoing,Routine school check-up with no issues reported.,2020-01-31,11:04:35,"379 Main St, Olive Branch, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1273,7.0,Female,Suburban,Other,Low,Neighbor,Yes,Resolved,Routine school check-up with no issues reported.,2015-11-21,14:35:15,"599 Cedar St, Gulfport, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1274,10.0,Other,Suburban,Other,Low,Police,No,Dismissed,Teacher praised the child's behavior in class.,2016-09-20,02:42:06,"954 Broadway St, Olive Branch, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1275,3.0,Female,Rural,Theft,Low,Neighbor,Yes,Ongoing,Routine school check-up with no issues reported.,2022-11-05,17:14:19,"768 Highland Ave, Biloxi, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1276,13.0,Other,Urban,Theft,Low,Police,Yes,Resolved,Child found playing safely in the neighborhood.,2015-11-01,07:27:02,"765 Church St, Greenville, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1277,7.0,Female,Suburban,Theft,Low,Teacher,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2020-10-30,23:28:25,"436 Cedar St, Biloxi, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1278,4.0,Female,Rural,Theft,Low,Teacher,Yes,Ongoing,Child enjoys extracurricular activities without concerns.,2019-11-03,08:00:27,"847 Maple Ave, Gulfport, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1279,13.0,Female,Rural,Other,Low,Other,Yes,Dismissed,Child found playing safely in the neighborhood.,2022-04-27,13:44:57,"412 Pine St, Horn Lake, MS",Lee County,,0.0,False,Ongoing,Unassigned
1280,1.0,Other,Rural,Other,Low,Police,Yes,Resolved,Teacher praised the child's behavior in class.,2022-10-27,19:28:15,"265 Highland Ave, Tupelo, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1281,8.0,Other,Suburban,Theft,Low,Other,Yes,Dismissed,Child found playing safely in the neighborhood.,2022-08-08,09:30:02,"511 Maple Ave, Greenville, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1282,14.0,Male,Urban,Other,Low,Parent,Yes,Dismissed,Child found playing safely in the neighborhood.,2019-08-26,21:33:08,"386 Highland Ave, Horn Lake, MS",Harrison County,,0.0,False,Ongoing,Unassigned
1283,16.0,Other,Suburban,Theft,Low,Police,No,Dismissed,Child enjoys extracurricular activities without concerns.,2011-10-03,21:41:58,"991 River Rd, Southaven, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1284,14.0,Other,Suburban,Other,Low,Neighbor,No,Resolved,No unusual activity observed at home or school.,2024-10-30,06:27:55,"451 Cedar St, Tupelo, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1285,12.0,Other,Urban,Theft,Low,Parent,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2024-01-19,04:38:48,"205 Highland Ave, Jackson, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1286,15.0,Other,Urban,Other,Low,Parent,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2018-12-10,10:36:11,"568 Park Ave, Meridian, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1287,2.0,Male,Urban,Theft,Low,Neighbor,Yes,Dismissed,Routine school check-up with no issues reported.,2019-12-10,02:28:31,"217 Highland Ave, Horn Lake, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1288,2.0,Other,Rural,Theft,Low,Parent,Yes,Resolved,Child found playing safely in the neighborhood.,2010-07-14,00:37:08,"212 Maple Ave, Olive Branch, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1289,17.0,Female,Urban,Other,Low,Police,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2014-08-26,20:39:22,"427 Broadway St, Horn Lake, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1290,10.0,Female,Suburban,Theft,Low,Other,Yes,Ongoing,Child found playing safely in the neighborhood.,2024-04-28,15:50:53,"919 Cedar St, Tupelo, MS",Madison County,,0.0,False,Ongoing,Unassigned
1291,6.0,Other,Urban,Other,Low,Parent,Yes,Dismissed,Routine school check-up with no issues reported.,2014-03-28,21:43:16,"795 Main St, Horn Lake, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1292,15.0,Other,Suburban,Other,Low,Police,No,Dismissed,Child found playing safely in the neighborhood.,2018-05-28,07:16:37,"890 Park Ave, Hattiesburg, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1293,11.0,Female,Rural,Theft,Low,Teacher,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2014-09-12,18:21:34,"710 Pine St, Southaven, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1294,5.0,Female,Suburban,Other,Low,Police,Yes,Resolved,Child found playing safely in the neighborhood.,2024-11-26,03:46:35,"626 Oak St, Tupelo, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1295,1.0,Male,Suburban,Other,Low,Other,Yes,Dismissed,Routine school check-up with no issues reported.,2024-09-26,15:58:23,"636 Highland Ave, Southaven, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1296,8.0,Female,Urban,Other,Low,Police,Yes,Ongoing,No unusual activity observed at home or school.,2016-04-04,13:17:27,"648 River Rd, Hattiesburg, MS",Harrison County,,0.0,False,Ongoing,Unassigned
1297,12.0,Female,Urban,Other,Low,Neighbor,Yes,Ongoing,Child found playing safely in the neighborhood.,2016-09-24,04:44:34,"832 Church St, Meridian, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1298,12.0,Other,Suburban,Other,Low,Other,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2014-09-13,11:30:43,"368 Cedar St, Southaven, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1299,5.0,Female,Urban,Theft,Low,Teacher,Yes,Ongoing,Routine school check-up with no issues reported.,2019-09-17,23:02:18,"925 Maple Ave, Biloxi, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1300,7.0,Male,Rural,Other,Low,Neighbor,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2021-12-09,07:25:14,"826 Cedar St, Meridian, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1301,4.0,Female,Rural,Other,Low,Police,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2024-09-08,14:03:16,"891 Main St, Southaven, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1302,6.0,Other,Urban,Other,Low,Other,Yes,Dismissed,Child found playing safely in the neighborhood.,2012-03-25,18:20:11,"609 Cedar St, Southaven, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1303,13.0,Other,Rural,Other,Low,Teacher,No,Resolved,Child enjoys extracurricular activities without concerns.,2021-04-03,11:04:15,"437 Park Ave, Meridian, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1304,15.0,Female,Urban,Other,Low,Neighbor,No,Resolved,Child found playing safely in the neighborhood.,2012-11-06,06:21:52,"225 Maple Ave, Olive Branch, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1305,3.0,Other,Suburban,Theft,Low,Teacher,No,Resolved,No unusual activity observed at home or school.,2023-06-11,04:53:52,"904 Maple Ave, Southaven, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1306,8.0,Male,Suburban,Other,Low,Police,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2023-09-07,04:30:06,"613 Pine St, Biloxi, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1307,16.0,Male,Rural,Theft,Low,Teacher,Yes,Ongoing,Child enjoys extracurricular activities without concerns.,2015-06-05,16:06:50,"874 Main St, Jackson, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1308,13.0,Female,Urban,Theft,Low,Parent,No,Dismissed,Child enjoys extracurricular activities without concerns.,2015-04-21,23:45:47,"440 Park Ave, Horn Lake, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1309,10.0,Female,Urban,Theft,Low,Neighbor,Yes,Dismissed,Teacher praised the child's behavior in class.,2019-10-21,21:33:29,"621 Cedar St, Gulfport, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1310,17.0,Female,Rural,Theft,Low,Teacher,Yes,Dismissed,Teacher praised the child's behavior in class.,2017-01-27,00:09:03,"628 Oak St, Tupelo, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1311,5.0,Other,Suburban,Other,Low,Police,Yes,Resolved,Routine school check-up with no issues reported.,2022-05-29,11:06:25,"907 Main St, Greenville, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1312,9.0,Male,Rural,Theft,Low,Police,Yes,Ongoing,Teacher praised the child's behavior in class.,2024-08-16,02:32:33,"572 Church St, Gulfport, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1313,12.0,Male,Suburban,Theft,Low,Teacher,No,Dismissed,Routine school check-up with no issues reported.,2016-09-01,04:44:33,"622 Church St, Meridian, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1314,1.0,Other,Urban,Other,Low,Police,Yes,Ongoing,Teacher praised the child's behavior in class.,2024-02-05,14:36:38,"995 Pine St, Meridian, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1315,1.0,Male,Suburban,Other,Low,Other,Yes,Resolved,No unusual activity observed at home or school.,2023-06-16,08:42:42,"611 Pine St, Biloxi, MS",Harrison County,,0.0,False,Ongoing,Unassigned
1316,15.0,Female,Rural,Other,Low,Other,Yes,Dismissed,Routine school check-up with no issues reported.,2011-12-12,12:23:24,"804 Pine St, Hattiesburg, MS",Harrison County,,0.0,False,Ongoing,Unassigned
1317,2.0,Female,Urban,Theft,Low,Other,Yes,Ongoing,Teacher praised the child's behavior in class.,2017-01-06,23:39:43,"320 Broadway St, Meridian, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1318,16.0,Female,Rural,Other,Low,Parent,No,Resolved,No unusual activity observed at home or school.,2018-11-10,21:24:33,"254 Main St, Jackson, MS",Lee County,,0.0,False,Ongoing,Unassigned
1319,8.0,Male,Rural,Other,Low,Teacher,Yes,Ongoing,Teacher praised the child's behavior in class.,2014-04-28,11:56:22,"132 Broadway St, Tupelo, MS",Madison County,,0.0,False,Ongoing,Unassigned
1320,13.0,Female,Suburban,Theft,Low,Parent,Yes,Dismissed,Child found playing safely in the neighborhood.,2020-08-09,16:35:50,"882 Church St, Biloxi, MS",Lee County,,0.0,False,Ongoing,Unassigned
1321,1.0,Other,Rural,Other,Low,Police,No,Dismissed,Child found playing safely in the neighborhood.,2023-09-14,21:14:18,"895 Broadway St, Meridian, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1322,16.0,Other,Suburban,Other,Low,Parent,Yes,Resolved,No unusual activity observed at home or school.,2018-04-05,15:05:04,"253 Cedar St, Gulfport, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1323,7.0,Male,Urban,Other,Low,Police,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2014-02-02,08:29:25,"441 Main St, Southaven, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1324,5.0,Other,Suburban,Other,Low,Police,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2011-07-25,04:46:24,"588 Maple Ave, Southaven, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1325,3.0,Other,Urban,Theft,Low,Neighbor,Yes,Ongoing,Child found playing safely in the neighborhood.,2010-01-31,14:59:02,"149 Maple Ave, Horn Lake, MS",Lee County,,0.0,False,Ongoing,Unassigned
1326,12.0,Male,Suburban,Other,Low,Other,Yes,Ongoing,Child found playing safely in the neighborhood.,2021-02-21,06:15:15,"340 Broadway St, Gulfport, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1327,16.0,Female,Rural,Other,Low,Police,Yes,Ongoing,Child enjoys extracurricular activities without concerns.,2010-02-21,04:49:22,"599 Church St, Tupelo, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1328,5.0,Female,Suburban,Theft,Low,Neighbor,Yes,Resolved,Routine school check-up with no issues reported.,2020-08-06,21:03:51,"194 Maple Ave, Jackson, MS",Harrison County,,0.0,False,Ongoing,Unassigned
1329,14.0,Female,Suburban,Other,Low,Other,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2020-08-15,23:09:48,"433 Maple Ave, Hattiesburg, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1330,5.0,Male,Urban,Theft,Low,Police,No,Dismissed,Teacher praised the child's behavior in class.,2016-08-23,20:20:27,"799 Maple Ave, Greenville, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1331,15.0,Other,Rural,Other,Low,Police,Yes,Ongoing,Routine school check-up with no issues reported.,2021-12-19,01:32:37,"579 River Rd, Horn Lake, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1332,17.0,Female,Suburban,Theft,Low,Parent,Yes,Ongoing,Teacher praised the child's behavior in class.,2019-05-06,13:55:33,"366 Cedar St, Gulfport, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1333,14.0,Female,Rural,Theft,Low,Parent,Yes,Dismissed,Child found playing safely in the neighborhood.,2013-09-04,11:29:52,"992 Highland Ave, Tupelo, MS",Lee County,,0.0,False,Ongoing,Unassigned
1334,5.0,Male,Suburban,Theft,Low,Other,Yes,Dismissed,Routine school check-up with no issues reported.,2022-05-12,13:35:40,"287 Oak St, Hattiesburg, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1335,12.0,Female,Suburban,Theft,Low,Police,Yes,Ongoing,Teacher praised the child's behavior in class.,2011-05-02,04:39:57,"333 Main St, Jackson, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1336,16.0,Male,Rural,Other,Low,Teacher,No,Ongoing,Teacher praised the child's behavior in class.,2013-05-26,14:42:03,"590 Oak St, Jackson, MS",Lee County,,0.0,False,Ongoing,Unassigned
1337,16.0,Other,Suburban,Theft,Low,Parent,No,Dismissed,Routine school check-up with no issues reported.,2013-01-03,09:33:34,"809 Highland Ave, Biloxi, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1338,7.0,Male,Rural,Other,Low,Other,Yes,Resolved,No unusual activity observed at home or school.,2016-12-18,03:16:28,"335 Highland Ave, Greenville, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1339,4.0,Male,Suburban,Theft,Low,Police,No,Ongoing,Child enjoys extracurricular activities without concerns.,2020-06-14,19:02:38,"237 Main St, Jackson, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1340,1.0,Male,Urban,Theft,Low,Police,Yes,Dismissed,Teacher praised the child's behavior in class.,2013-03-23,17:29:39,"231 Highland Ave, Gulfport, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1341,5.0,Male,Rural,Theft,Low,Teacher,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2016-03-31,13:01:00,"247 Pine St, Biloxi, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1342,10.0,Other,Suburban,Other,Low,Other,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2010-07-08,01:23:25,"895 Maple Ave, Tupelo, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1343,5.0,Other,Suburban,Theft,Low,Police,No,Dismissed,Child found playing safely in the neighborhood.,2018-01-08,03:53:00,"105 Pine St, Hattiesburg, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1344,4.0,Female,Urban,Other,Low,Parent,Yes,Resolved,Child enjoys extracurricular activities without concerns.,2012-07-16,09:23:34,"520 Pine St, Tupelo, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1345,2.0,Other,Rural,Other,Low,Teacher,Yes,Dismissed,Teacher praised the child's behavior in class.,2011-05-17,23:51:19,"729 Cedar St, Meridian, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1346,10.0,Other,Suburban,Other,Low,Other,Yes,Ongoing,Child found playing safely in the neighborhood.,2022-09-30,13:51:12,"963 Cedar St, Greenville, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1347,1.0,Female,Urban,Other,Low,Teacher,Yes,Resolved,Routine school check-up with no issues reported.,2024-06-25,19:40:10,"477 Oak St, Gulfport, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1348,5.0,Other,Suburban,Other,Low,Parent,Yes,Dismissed,Teacher praised the child's behavior in class.,2022-03-12,21:14:28,"515 Oak St, Olive Branch, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1349,13.0,Male,Rural,Other,Low,Other,No,Resolved,Child found playing safely in the neighborhood.,2018-04-28,21:21:46,"276 Maple Ave, Hattiesburg, MS",Madison County,,0.0,False,Ongoing,Unassigned
1350,4.0,Male,Suburban,Other,Low,Teacher,No,Ongoing,Child found playing safely in the neighborhood.,2021-07-11,12:58:07,"186 Maple Ave, Olive Branch, MS",Lee County,,0.0,False,Ongoing,Unassigned
1351,16.0,Female,Suburban,Other,Low,Neighbor,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2021-07-15,18:46:35,"973 Park Ave, Biloxi, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1352,16.0,Female,Suburban,Other,Low,Parent,No,Ongoing,Routine school check-up with no issues reported.,2023-09-17,13:08:35,"628 Church St, Tupelo, MS",Lee County,,0.0,False,Ongoing,Unassigned
1353,2.0,Female,Suburban,Theft,Low,Parent,Yes,Dismissed,Teacher praised the child's behavior in class.,2016-01-06,03:45:40,"148 Oak St, Southaven, MS",Madison County,,0.0,False,Ongoing,Unassigned
1354,17.0,Male,Urban,Theft,Low,Parent,No,Dismissed,Teacher praised the child's behavior in class.,2014-12-01,08:52:11,"165 Broadway St, Gulfport, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1355,12.0,Other,Urban,Theft,Low,Neighbor,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2017-09-20,02:35:30,"706 Maple Ave, Gulfport, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1356,3.0,Male,Rural,Theft,Low,Neighbor,Yes,Dismissed,Routine school check-up with no issues reported.,2022-03-18,14:13:55,"161 Highland Ave, Greenville, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1357,1.0,Female,Urban,Theft,Low,Police,Yes,Dismissed,Teacher praised the child's behavior in class.,2023-02-24,09:34:34,"633 Cedar St, Hattiesburg, MS",Lee County,,0.0,False,Ongoing,Unassigned
1358,1.0,Other,Urban,Other,Low,Teacher,No,Resolved,Routine school check-up with no issues reported.,2022-03-30,12:10:06,"854 Maple Ave, Greenville, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1359,11.0,Other,Rural,Other,Low,Police,Yes,Dismissed,Teacher praised the child's behavior in class.,2019-03-02,06:19:47,"720 Cedar St, Meridian, MS",Jackson County,,0.0,False,Ongoing,Unassigned
1360,5.0,Male,Urban,Other,Low,Teacher,Yes,Dismissed,Child enjoys extracurricular activities without concerns.,2015-09-19,16:44:47,"888 River Rd, Meridian, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1361,12.0,Female,Urban,Other,Low,Neighbor,Yes,Resolved,No unusual activity observed at home or school.,2010-04-04,12:54:01,"686 Oak St, Gulfport, MS",DeSoto County,,0.0,False,Ongoing,Unassigned
1362,3.0,Male,Rural,Other,Low,Neighbor,Yes,Resolved,Teacher praised the child's behavior in class.,2017-05-28,08:47:19,"342 Cedar St, Meridian, MS",Lee County,,0.0,False,Ongoing,Unassigned
1363,1.0,Other,Rural,Other,Low,Police,Yes,Resolved,Child found playing safely in the neighborhood.,2017-04-24,13:05:34,"929 Maple Ave, Southaven, MS",Forrest County,,0.0,False,Ongoing,Unassigned
1364,1.0,Male,Rural,Other,Low,Other,Yes,Resolved,Child found playing safely in the neighborhood.,2016-05-12,03:29:22,"154 Maple Ave, Southaven, MS",Lamar County,,0.0,False,Ongoing,Unassigned
1365,8.0,Male,Suburban,Theft,Low,Police,No,Resolved,No unusual activity observed at home or school.,2013-11-15,00:25:17,"146 Highland Ave, Horn Lake, MS",Madison County,,0.0,False,Ongoing,Unassigned
1366,10.0,Female,Suburban,Theft,Low,Teacher,Yes,Resolved,Teacher praised the child's behavior in class.,2023-08-14,09:49:17,"634 Cedar St, Gulfport, MS",Madison County,,0.0,False,Ongoing,Unassigned
1367,11.0,Female,Rural,Theft,Low,Police,Yes,Dismissed,Child found playing safely in the neighborhood.,2021-09-08,01:06:09,"471 Oak St, Southaven, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1368,12.0,Other,Rural,Theft,Low,Parent,Yes,Dismissed,Child found playing safely in the neighborhood.,2011-12-29,00:16:14,"220 Main St, Hattiesburg, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1369,13.0,Male,Rural,Other,Low,Teacher,No,Ongoing,Teacher praised the child's behavior in class.,2015-11-23,11:38:13,"386 Main St, Jackson, MS",Rankin County,,0.0,False,Ongoing,Unassigned
1370,12.0,Male,Suburban,Other,Low,Teacher,No,Dismissed,Routine school check-up with no issues reported.,2019-07-15,13:32:40,"925 Oak St, Meridian, MS",Hinds County,,0.0,False,Ongoing,Unassigned
1371,14.0,Male,Suburban,Other,Low,Other,Yes,Dismissed,Teacher praised the child's behavior in class.,2017-04-24,13:47:15,"574 Cedar St, Hattiesburg, MS",Lowndes County,,0.0,False,Ongoing,Unassigned
1372,2.0,Other,Urban,Theft,Low,Neighbor,Yes,Resolved,Routine school check-up with no issues reported.,2021-01-02,03:13:25,"289 Church St, Southaven, MS",Harrison County,,0.0,False,Ongoing,Unassigned
1373,3.0,Other,Urban,Other,Low,Teacher,Yes,Resolved,No unusual activity observed at home or school.,2017-07-08,15:41:28,"970 Park Ave, Hattiesburg, MS",Madison County,,0.0,False,Ongoing,Unassigned
